category,name,detail,address,lat,lng
อื่นๆ,บริษัท เหย่ายี่ กรุ๊ป จำกัด,ผลิตเทปกาวโอพีพี และแพ็คกิ้ง,"เลขที่ 99/177 ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.61382,100.252529
โรงงานพลาสติกอื่นๆ,บริษัท เอส.อาร์.เค.พลาสติก จำกัด,ผลิตถุงพลาสติก,"เลขที่ 65/13 ตำบล โคกขาม อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6140261, 100.4412376
โรงงานประกอบชิ้นส่วน,บริษัท คิดดี เอ็นเตอร์ไพนส์ จำกัด,ผลิต ประกอบ เครื่องเล่นสนามเด็กเล่น เครื่องออกกำลังกาย,"เลขที่ 3/34 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.614065, 100.2908625
อื่นๆ,บริษัท เรืองวา สตีล จำกัด,รีดเหล็กแบนสี่เหลี่ยม,"เลขที่ โฉนดที่ดินเลขที่ 137706,35880,35879 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6141062, 100.3167854
โรงงานทอผ้า,บริษัท ไทยสินดีเทรดดิ้ง จำกัด,ทอผ้าและถักผ้า,"เลขที่ 436 ตำบล ท่าไม้ อำเภอ กระทุ่มแบน สมุทรสาคร",13.66630, 100.28648
โรงงานพลาสติกอื่นๆ,บริษัท นิธิกรอุตสาหกรรม จำกัด,ผลิตกระสอบพลาสติกสาน,"เลขที่ 99/55 ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.61446, 100.23038
อื่นๆ,บริษัท เอ็ม. จี วิคทอรี่ รับเบอร์ จำกัด,การทำผลิตภัณฑ์ยางจากยางธรรมชาติหรือยางสังเคราะห์,"เลขที่ 99/117,99/129 ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.6142339, 100.2529278
อื่นๆ,โรงหล่อรุ่งทวี,หลอมหล่อโลหะ,"เลขที่ 28/5 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.61455,100.3505667
โรงงานประกอบชิ้นส่วน,บริษัท เค.อาร์.เอ็นจิเนียริ่ง 49 จำกัด,ทำส่วนประกอบหรืออุปกรณ์สำหรับเครื่องจักร,"เลขที่ 28/86 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6147181, 100.3505089
โรงงานพลาสติกอื่นๆ,ห้างหุ้นส่วนจำกัด พาสยาม,ทำผลิตภัณฑ์ต่าง ๆ จากพลาสติก เช่น กล่องบรรจุภัณฑ์และอื่น ๆ,"เลขที่ ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6147537, 100.3540355
โรงงานห้องเย็นและชำแหละ,ห้างหุ้นส่วนจำกัด ระเบียบ ไก่สด,ฆ่าไก่ ชำแหละ ห้องเย็นแข่แข็ง,"เลขที่ 88 ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.6150665, 100.2443419
โรงงานพลาสติกอื่นๆ,บริษัท เถิงธงพาณิชย์ พลาสติก จำกัด,ผลิตถุงพลาสติก,"เลขที่ โฉนดที่ดินเลขที่ 152651,156801,156804 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6152,100.3733
โรงงานพลาสติกอื่นๆ,บริษัท รุ่งทรัพย์ อุตสาหกรรมพลาสติก 1996 จำกัด,ผลิตถุงพลาสติก,"เลขที่ 115 ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.615594,100.26468
โรงงานอาหารและเครื่องดื่ม,บริษัท มิตซูบาร์ เทคโนโลยี่ จำกัด,แปรรูปผลไม้ เช่น ผลไม้อบแห้ง, ลูกอมผลไม้,"เลขที่ โฉนดที่ดินเลขที่ 149955 และ 149956 ตำบล พันท้ายนรสิงห์ อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6156022, 100.4158534
อื่นๆ,บริษัท ที โอ อาร์ อินดัสตรี้ จำกัด,นำน้ำมันใช้แล้วมาผ่านกรรมวิธีการทางอุตสาหกรรม เพื่อนำกลับมาใช้ใหม่เป็นเชื้อเพลิงทดแทน,"เลขที่ 25/18 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6158076, 100.2908413
อื่นๆ,บริษัท บี.ดี.เมทัลชีท แอนด์ เอ็นจิเนียริ่ง จำกัด,ผลิตแผ่นเหล็กหลังคารีดลอน เมทัลชีท,"เลขที่ 103/2 ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.6158483, 100.2630543
