category,name,detail,address,lat,lng
โรงงานอาหารและเครื่องดื่ม,บริษัท ดี.เจ พลัส จำกัด,ผลิตน้ำผลไม้,"เลขที่ 323/1 ตำบล ท่าไม้ อำเภอ กระทุ่มแบน สมุทรสาคร",13.6766,100.2927
โรงงานประกอบชิ้นส่วน,บริษัท เพรสซิเด้นท์ ออโตโมบิล อินดัสทรีส์ จำกัด (มหาชน),ผลิตชิ้นส่วนอะไหล่เครื่องปรับอากาศรถยนต์,ผลิตอะไหล่และอุปกรณ์รถยนต์,"เลขที่ 88/8 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.6766231, 100.2920352
โรงงานพลาสติกอื่นๆ,บริษัท ชัยพลาสติก จำกัด,ฉีดขึ้นรูปผลิตภัณฑ์พลาสติก,"เลขที่ 153 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.676836,100.299469
โรงงานประกอบชิ้นส่วน,บริษัท ควอลิตี้ ลัมเบอร์ อินดัสทรีย์ จำกัด,ทำชิ้นส่วนและทำเครื่องเรือนไม้,"เลขที่ 178 ตำบล ท่าไม้ อำเภอ กระทุ่มแบน สมุทรสาคร",13.67694,100.27247
โรงงานประกอบชิ้นส่วน,บริษัท สตีล ดี จำกัด,ผลิตสกรู - นอต , ลวดเหล็กรีดเย็นทุกชนิด,"เลขที่ 407 ตำบล ท่าไม้ อำเภอ กระทุ่มแบน สมุทรสาคร",13.6772327, 100.287227
โรงงานรีไซเคิล,บริษัท เหล็กหมุนเวียน จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,"เลขที่ โฉนดที่ดินเลขที่ 34382, 20555 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.67756, 100.27203
โรงงานทอผ้า,บริษัท พอร์ตแมนสปอร์ต จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,"เลขที่ 161/9 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.71489, 100.29126
โรงงานกระดาษอื่นๆ,บริษัท เปเปอร์ไรส์ จำกัด,ผลิตภาชนะบรรจุจากกระดาษทุกชนิด,"เลขที่ 127 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.6774265, 100.328447
โรงงานอาหารและเครื่องดื่ม,บริษัท นัมเบอร์วัน โลหะกิจ (888) จำกัด,ผลิตเครื่องจักรสำหรับโรงงานผลิตอาหาร และเครื่องสำอาง,"เลขที่ 91 ตำบล ท่าไม้ อำเภอ กระทุ่มแบน สมุทรสาคร",13.6774507, 100.2699965
โรงงานกระดาษอื่นๆ,บริษัท เอ็ม.ดี.แอล.เทรดดิ้ง จำกัด,บีบ อัดกระดาษเเละโลหะ,"เลขที่ 47,47/3 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.677968, 100.325515
อื่นๆ,บริษัท แพชชั่น อัลติเมท แคสติ้ง จำกัด,หลอมหล่อเหล็กและผลิตชิ้นงานจากเหล็ก,"เลขที่ โฉนดที่ดิน 47845,108965,108966 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6782896, 100.2853988
อื่นๆ,บริษัท เอช.ซี.อาร์.กรุงเทพฯ (ประเทศไทย) จำกัด,หั่นผสมรีด ตัดยาง,"เลขที่ 230/5,230/6 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.67843333,100.2796
อื่นๆ,บริษัท เอช.ที.อาร์. กรุงเทพฯ(ประเทศไทย) จำกัด,ทำยางแผ่นรมควัน ยางแท่ง,"เลขที่ 244/2 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.67843333,100.2796167
โรงงานกระดาษอื่นๆ,ห้างหุ้นส่วนจำกัด ผลิตภัณฑ์ เอ.อาร์,ปั๊มกระดาษสำหรับรองเค็ก รองจานและอัดลายกระดาษเช็คหน้า,"เลขที่ 142 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.678491, 100.321437
โรงงานประกอบชิ้นส่วน,บริษัท ที.โอ.อาร์.รับเบอร์ จำกัด,ผสมยาง ผลิตภัณฑ์ยาง เช่น โอริง,"เลขที่ ตำบล แคราย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6785645, 100.2811261
โรงงานพลาสติกอื่นๆ,บริษัท นิวบอร์น ปิโตร จำกัด,ทำผลิตภัณฑ์จากพลาสติก เช่น ท่อพลาสติก,"เลขที่ 22/2 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.6790489, 100.3022661
โรงงานทอผ้า,บริษัท ตง ก๊วน มีเดีย พริ้นติ้ง จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป และตกแต่งผ้า,"เลขที่ 88/10 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.6791671, 100.3045748
อื่นๆ,บริษัท สวนหลวง พี.ซี.คอนกรีต จำกัด,ทำผลิตภัณฑ์คอนกรีต เช่น เสาเข็ม แผ่นพื้นสำเร็จรูป,"เลขที่ 1/4 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.6793234, 100.3043986
โรงงานพลาสติกอื่นๆ,บริษัท เฮงตั้นไทย จำกัด,รับจ้างชุบพลาสติก และโลหะ,"เลขที่ 344/6 ตำบล ท่าไม้ อำเภอ กระทุ่มแบน สมุทรสาคร",13.67958333,100.2877333
อื่นๆ,บริษัท แกรนด์ โอเชี่ยน อลูมินา จำกัด,ผลิตเครื่องใช้ในครัวเรือนจากเหล็ก และอลูมิเนียม เช่น ตู้กับข้าว,"เลขที่ 80/2 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.6798226, 100.3335861
อื่นๆ,บริษัท วัน มั่งมี เคมิคอล จำกัด,ผลิตสีอุตสาหกรรมหมึกพิมพ์ สีพิมพ์ สีพ่น และทินเนอร์ผสมหมึกพิมพ์ สีพิมพ์ สีพ่น,"เลขที่ โฉนดที่ดินเลขที่ 74455 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.6800681, 100.3044998
โรงงานพลาสติกอื่นๆ,บริษัท ทรัพย์โปรดักส์ จำกัด,ทำถุงพลาสติก,"เลขที่ 244/1 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.680143,100.27992
โรงงานรีไซเคิล,บริษัท ไทย สิงห์ ทอง จำกัด,คัดแยกวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,"เลขที่ 555/4 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6801809, 100.2834366
โรงงานทอผ้า,บริษัท ซัคเซส ทวิสติ้ง จำกัด,ตีเกลียวเส้นด้าย,"เลขที่ 271/2 ตำบล ท่าไม้ อำเภอ กระทุ่มแบน สมุทรสาคร",13.6804513, 100.2920989
โรงงานพลาสติกอื่นๆ,บริษัท ไนซ์เดย์ เมททอลแอนด์พลาสติก โปรดักส์ จำกัด,ทำเครื่องใช้ เครื่องเรือน จากพลาสติกและโลหะ,"เลขที่ 37/15 ตำบล นาดี อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.59201, 100.28060
โรงงานอาหารและเครื่องดื่ม,บริษัท เจียไต๋โปรดิ๊วซ์ จำกัด,บรรจุเมล็ดผัก,"เลขที่ 70 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.70651, 100.30352
โรงงานทอผ้า,บริษัท เจริญวัฒนาการทอ จำกัด,ปั่นด้าย (จำนวนแกนปั่นด้าย 4,800 แกน),"เลขที่ 127 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6805812, 100.3062809
โรงงานประกอบชิ้นส่วน,บริษัท ไทยเทค เครื่องชั่ง แอนด์ เอ็นจิเนียริ่ง จำกัด,ผลิต ประกอบ ซ่อม ปรับปรุง ติดตั้งอุปกรณ์เสริม สำหรับเครื่องชั่ง ทุกชนิด,"เลขที่ 139/5 ตำบล ท่าไม้ อำเภอ กระทุ่มแบน สมุทรสาคร",13.68128, 100.24033
โรงงานพลาสติกอื่นๆ,บริษัท มาสเตอร์ พีอีที จำกัด,การทำภาชนะบรรจุ เช่น หลอดพรีฟอร์ม ขวดพลาสติก,"เลขที่ 134/14 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.6821491, 100.2986766
โรงงานประกอบชิ้นส่วน,บริษัท คอร์ อีเล็กทรอนิคส์ จำกัด,ผลิตชุดสายไฟที่ใช้สำหรับเครื่องอีเล็กทรอนิคส์ เครื่องไฟฟ้า เครื่อมพิวเตอร์ รวมทั้งอุปกรณ์เครื่องคอมพิวเตอร์,"เลขที่ 272 ตำบล ท่าไม้ อำเภอ กระทุ่มแบน สมุทรสาคร",13.6823511, 100.2921447
อื่นๆ,บริษัท เจ.เจ.สตีล จำกัด,ผลิตและจำหน่ายภาชนะบรรจุจากโลหะ เช่น กระป๋อง และบรรจุภัณฑ์ทุกชนิด,"เลขที่ 89/9 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.6823882, 100.4133711
โรงงานพลาสติกอื่นๆ,บริษัท ธนภรณ์ โพลีพลาสติก จำกัด,ฉีดพลาสติกรูปทรงต่างๆ,"เลขที่ 385/8 ตำบล ท่าไม้ อำเภอ กระทุ่มแบน สมุทรสาคร",13.6827434, 100.2914788
โรงงานผลิตเม็ดพลาสติก,บริษัท ซี.เอ็น พลาสติก จำกัด,ผลิตเม็ดพลาสติกเกรดบี,"เลขที่ 74 ตำบล แคราย อำเภอ กระทุ่มแบน สมุทรสาคร",13.70802, 100.28695
โรงงานผลิตเม็ดพลาสติก,บริษัท ถุงทรัพย์รุ่งเรืองพลาสติก จำกัด,ผลิตถุงพลาสติกและบรรจุภัณฑ์พลาสติก ผลิตเม็ดพลาสติก,"เลขที่ 168/9 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.6842908, 100.2957763
โรงงานประกอบชิ้นส่วน,บริษัท ท่อไทยสเตนเลสสตีล จำกัด,ผลิตผลิตภัณฑ์โลหะ เช่น ท่อสแตนเลส แผ่นสแตนเลส และอะไหล่ประตูสแตนเลส,"เลขที่ 88/9 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.6844346, 100.3277388
โรงงานพลาสติกอื่นๆ,บริษัท เดลต้า อีเล็คทริค (ไทยแลนด์) จำกัด,หล่อหลอมโลหะ ผลิตภัณฑ์โลหะ เช่น ข้อต่อเหล็ก เคลือบพลาสติก,"เลขที่ 149/204-206 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.684761,100.289269
โรงงานประกอบชิ้นส่วน,ห้างหุ้นส่วนจำกัด พี.วี.เอส.อีควิปเม้นท์,ผลิตอุปกรณ์ของเครื่องยนต์ เช่น เพลา เฟืองต่างๆ,"เลขที่ โฉนดที่ดินเลขที่ 2683 ตำบล คลองมะเดื่อ อำเภอ กระทุ่มแบน สมุทรสาคร",13.6848339, 100.3539957
โรงงานประกอบชิ้นส่วน,บริษัท โอฟิซุ จำกัด,ทำเฟอร์นิเจอร์ อุปกรณ์สำนักงาน วัสดุสำนักงาน,"เลขที่ 261/1 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.68571, 100.27944
โรงงานประกอบชิ้นส่วน,บริษัท ไทภูมิ จำกัด,รับจ้างผลิตยางขอบประตูรถยนต์,"เลขที่ 379 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.68995, 100.28093
โรงงานอาหารและเครื่องดื่ม,บริษัท ทรูบีฟ จำกัด,แปรรูปเนื้อสัตว์,"เลขที่ 6/1 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.71314, 100.32595
อื่นๆ,บริษัท ถาง ซุ่น จำกัด,รีดลวดทองเหลือง/ทองแดง,"เลขที่ 37/270 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.685741, 100.309407
โรงงานพลาสติกอื่นๆ,วิสาหกิจชุมชนพัฒนาการเกษตรและสิ่งแวดล้อม,ผลิตท่อ และอุปกรณ์ท่อประปา ท่อระบายน้ำ ท่อบำบัดน้ำเสีย และท่อร้อยสายไฟฟ้าจากพลาสติก,"เลขที่ 127/1 ตำบล แคราย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6864662, 100.3706301
โรงงานทอผ้า,บริษัท สเทจ วัน การ์เม้นท์ แมนนูแฟคเจอร์ริ่ง จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป (จำนวนจักรเย็บผ้า 165 เครื่อง),"เลขที่ ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.686707, 100.4238747
โรงงานประกอบชิ้นส่วน,บริษัท พัฒนาอิควิพเม้นท์ จำกัด,ผลิตและประกอบเครื่องมือที่ใช้ไฟฟ้า เช่น ที่จับลวดเชื่อมไฟฟ้าอุปกรณ์ที่ใช้ในเครื่องเชื่อมไฟฟ้า ฯลฯ,"เลขที่ 149/107 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.69893, 100.30878
โรงงานพลาสติกอื่นๆ,บริษัท เพชรสมุทรการพิมพ์ จำกัด,ผลิตภัณฑ์พลาสติก เช่น ผลิตถุงพลาสติก พิมพ์ถุงพลาสติก,"เลขที่ 149/141 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.69977, 100.30785
โรงงานอาหารสัตว์,บริษัท ไวเทคฟอร์มูเลชั่น จำกัด,ทำอาหารสัตว์,"เลขที่ 129/40 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.70696, 100.28324
โรงงานประกอบชิ้นส่วน,บริษัท ทวินส์ สเปเชี่ยล จำกัด,ผลิตอุปกรณ์กีฬามวย,"เลขที่ 7/2-3 ตำบล สวนหลวง อำเภอ กระทุ่มแบน สมุทรสาคร",13.687228, 100.325806
อื่นๆ,บริษัท เวล ออฟ เมทเทิล จำกัด,หลอมหล่อเหล็ก โลหะและกลึง เจาะ คว้าน กัด ไส เจียรหรือเชื่อมโลหะทั่วไป,"เลขที่ 5/55 ตำบล คลองมะเดื่อ อำเภอ กระทุ่มแบน สมุทรสาคร",13.62102, 100.30981
โรงงานทอผ้า,บริษัท เซินฉาง จำกัด,ทอผ้าทุกชนิด,"เลขที่ ตำบล แคราย อำเภอ กระทุ่มแบน สมุทรสาคร",13.68765, 100.30932
อื่นๆ,บริษัท พิมพ์ดี จำกัด,รับจ้างพิมพ์สิ่งพิมพ์ชนิดต่าง ๆ,"เลขที่ ตำบล แคราย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6874216, 100.3093486
โรงงานทอผ้า,ห้างหุ้นส่วนจำกัด เอ็น.พี.เอส.เท็กซ์ไทล์,ปั่นด้าย ตีเกลียวเส้นด้าย,"เลขที่ 88/9 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6888845, 100.3108166
โรงงานประกอบชิ้นส่วน,บริษัท ดับบลิว อาร์ แอนด์ ดับบลิว เอ็นจิเนียริ่ง จำกัด,ผลิตชิ้นส่วนอุปกรณ์สำหรับตรวจวัด และควบคุมอุณหภูมิ (TEMPERATTURES SENSORS),"เลขที่ 599/5 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6898,100.2948
อื่นๆ,บริษัท แอดวานซ์ เทิร์น พาร์ท จำกัด,กลึงและเชื่อมโลหะ,"เลขที่ 11/12 ตำบล ดอนไก่ดี อำเภอ กระทุ่มแบน สมุทรสาคร",13.6898572, 100.2215613
อื่นๆ,ห้างหุ้นส่วนจำกัด พี.เอ็ม.การพิมพ์,พิมพ์สิ่งพิมพ์ต่างๆ,"เลขที่ 89/14,89/15 ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.690662, 100.3907795
อื่นๆ,บริษัท เอเอทีซี เอ็นจิเนียริ่ง จำกัด,แม่พิมพ์โลหะ,"เลขที่ 159/37 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6914348, 100.3076437
โรงงานประกอบชิ้นส่วน,บริษัท พูลภัณฑ์พัฒนา จำกัด,การทำชิ้นส่วนหรืออุปกรณ์พิเศษ ดัดแปลง แปลงสภาพรถยนต์,"เลขที่ 38/39 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6920257, 100.3081896
โรงงานผลิตเม็ดพลาสติก,บริษัท เจอาร์ซี พีอีไพพ์ จำกัด,ทำเม็ดพลาสติก และทำท่อ,"เลขที่ 99/61-62 ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.62287, 100.25328
โรงงานพลาสติกอื่นๆ,บริษัท ปิยวัฒน์ โปรดักส์ จำกัด,ผลิตม้วนพลาสติก,"เลขที่ ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.6937712, 100.4333113
โรงงานกระดาษอื่นๆ,บริษัท เมริท พริ้นติ้ง จำกัด,พิมพ์สิ่งพิมพ์ทุกชนิด เช่น กล่องกระดาษ,"เลขที่ 149/342 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6954542, 100.3067392
โรงงานประกอบชิ้นส่วน,บริษัท เอ็ม.ดี.เอฟ.มาร์เก็ตติ้ง จำกัด,แปรรูปโลหะแผ่น ตู้อุปกรณ์สื่อสาร ตู้ไฟฟ้า รางติดตั้งอุปกรณ์สื่อสาร,"เลขที่ ตำบล บ้านแพ้ว อำเภอ บ้านแพ้ว สมุทรสาคร",13.696267, 100.305792
โรงงานประกอบชิ้นส่วน,บริษัท ซิง-เฉิง อุตสาหกรรมเครื่องจักร (ประเทศไทย) จำกัด,ผลิตและประกอบเครื่องจักรที่ใช้ในอุตสาหกรรม,"เลขที่ 237/2 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6976639, 100.3036693
อื่นๆ,บริษัท กนกวรรณ ฟู้ดส์ โปรดักส์ จำกัด,ผลิตเครื่องแกงและเครื่องปรุงรส,"เลขที่ 149/367 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6977557, 100.3032117
โรงงานกระดาษอื่นๆ,บริษัท วิจิตรพร บรรจุภัณฑ์ จำกัด,บรรจุภัณฑ์จากกระดาษ, กล่องกระดาษ และพิมพ์ลวดลาย,"เลขที่ 129/690-129/691 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6983804, 100.2883269
โรงงานพลาสติกอื่นๆ,บริษัท ศิริพรชัย พลาสติก จำกัด,ฉีดพลาสติก ผลิตถุงพลาสติกและพิมพ์สีลงบนถุงพลาสติก,"เลขที่ 149/256 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.69846667,100.3088667
โรงงานประกอบชิ้นส่วน,บริษัท เอฟเวอร์ ไลท์ จำกัด,ผลิต ประกอบ เครื่องมือหรือเครื่องใช้ไฟฟ้า และผลิตอุปกรณ์ไฟฟ้า เช่น หลอดไฟฟ้า,"เลขที่ 38/83 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6989655, 100.3095872
อื่นๆ,บริษัท เมอรี่ คอสเมติก แลบบอราทอรีส์ จำกัด,ผลิตเครื่องสำอางหรือสิ่งปรุงแต่งร่างกาย สบู่,"เลขที่ 124 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6991,100.32823
โรงงานประกอบชิ้นส่วน,บริษัท สตาร์ส พลัส คอลเลคชั่น จำกัด,ผลิตคอยล์สำหรับผลิตภัณฑ์อีเล็คทรอนิคส์ และอุปกรณ์ชิ้นส่วนของผลิตภัณฑ์อีเล็คทรอนิคส์ทุกชนิด,"เลขที่ 149/127 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.69984,100.30811
โรงงานพลาสติกอื่นๆ,บริษัท เอเวอร์กรีนวาล์ว จำกัด,ผลิตอุปกรณ์ระบบประปาจากทองเหลืองและพลาสติก เช่น วาล์ว ข้อต่อ สปริงเกอร์ ผลิตกาวทาท่อ,"เลขที่ 149/168 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.6999101, 100.3070983
โรงงานทอผ้า,บริษัท ฟอร์จูน กรุ๊ป อินเตอร์เนชั่นแนล จำกัด,ทำวัสดุจากเส้นใยสำหรับใช้ทำเบาะ ที่นอนและผ้าห่ม,"เลขที่ 129/224 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.69991667,100.2869833
โรงงานอาหารและเครื่องดื่ม,บริษัท พี.ดับบลิว.ฟู้ดส์ จำกัด,อบเม็ดแตงโม,"เลขที่ 17/1 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7002668, 100.3175824
โรงงานประกอบชิ้นส่วน,บริษัท แอสเซมบลี เวอร์ค โปรเฟสชั่นแนล จำกัด,ประกอบแผงวงจรอิเล็คทรอนิกส์,"เลขที่ 149/314 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.70051667,100.3092833
โรงงานประกอบชิ้นส่วน,นายสิริเดช ธนพลชาญกิจ,ทำชิ้นส่วนของรถยนต์ รถจักรยานยนต์,"เลขที่ 93/20 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.70062,100.32589
อื่นๆ,บริษัท เคเค แอคเซสซอรี่ เซ็นเตอร์ จำกัด,ผลิตและรับจ้างชุบโลหะทำเป็นเครื่องประดับเล็ก ๆ,"เลขที่ 149/134 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.70081667,100.3082833
โรงงานพลาสติกอื่นๆ,บริษัท แอคเซสซอรี่ เวิลด์ จำกัด,ผลิตเครื่องประดับและเครื่องใช้เล็ก ๆ จากพลาสติก,"เลขที่ 149/133 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.70096667,100.3083833
โรงงานพลาสติกอื่นๆ,ห้างหุ้นส่วนจำกัด เอ็ม เอฟ แอล ซันเทค,ผลิตภัณฑ์พลาสติก เช่น อุปกรณ์ไฟฟ้า ล้อเก็บสายไฟ แปรงลวดต่าง ๆ รางปลัั่ก ปลัั้กไฟเต้ารับ ปลั้กไฟตัวผู้ (อัดหัวสายไฟ) สวิทซ์ไฟ ชุดสายพ่วงพร้อมเต้ารับ หน้ากากกันแสงเชื่อม หมวกนิรภัยใช้ในอุตสาหกรรม แว่นตาเชื่อม และผลิตถุงพลาสติก,"เลขที่ 149/226-227 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.70014, 100.30588
โรงงานสารเคมี,บริษัท บอสตัน เอ็นจิเนียริ่ง จำกัด,ทำชิ้นส่วนพิเศษสำหรับรถยนต์ รถจักรยานยนต์ เช่น ไส้กรองอากาศ ไส้กรองน้ำมันเครื่อง ไส้กรองน้ำมันโซล่า,"เลขที่ ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.68311, 100.27216
อื่นๆ,บริษัท รีกัล พรีเชียส เมททอล อินโนเวชั่น จำกัด,หล่อหลอมเศษเเละตะกอนจากน้ำชุบโลหะมีค่า,"เลขที่ 84/4 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.70799, 100.31449
อื่นๆ,บริษัท วี.อาเชี่ยน การ์เม้นท์ (1994) จำกัด,ตัดเย็บเสื้อผ้าสำเร็จรูป,"เลขที่ ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7013895, 100.3143385
โรงงานพลาสติกอื่นๆ,บริษัท โพลี พลาส (ประเทศไทย) จำกัด,ทำผลิตภัณฑ์จากพลาสติก เช่น ถุงพลาสติก,"เลขที่ - ตำบล บางน้ำจืด อำเภอ เมืองสมุทรสาคร สมุทรสาคร",13.7015853, 100.2911537
อื่นๆ,บริษัท ซันโซ อินดัสทรี (ประเทศไทย) จำกัด,บานพับประตู บานพับหน้าต่าง,"เลขที่ 149/114 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7018028, 100.3266694
โรงงานพลาสติกอื่นๆ,บริษัท เอช.พี.อาร์. กรุงเทพฯ (ประเทศไทย) จำกัด,ทำพลาสติกเป็นเม็ด,"เลขที่ 244/2 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.70187,100.30392
โรงงานพลาสติกอื่นๆ,ห้างหุ้นส่วนจำกัด ที.เค.ซิฟ แพ็ค,ผลิตถุงพลาสติก เช่น ถุงซิปล็อค,"เลขที่ 129/588 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7023806, 100.2866581
โรงงานอาหารและเครื่องดื่ม,บริษัท พีที ไอซ์ 2017 จำกัด,ผลิตน้ำแข็งหลอด ขนาดกำลังการผลิต 20 ตัน/วัน,"เลขที่ ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7032483, 100.2859234
โรงงานประกอบชิ้นส่วน,บริษัท ท็อปเวลล์ อินดัสเทรียล จำกัด,ผลิตซับในหมวกนิรภัย ถุงกอล์ฟ กระเป๋า เสื้อผ้า ตุ๊กตา,"เลขที่ 129/121 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7036146, 100.2868814
โรงงานพลาสติกอื่นๆ,บริษัท จีเอฟ.แมนนูแฟคเจอริ่ง จำกัด,รับสร้างเครื่องฉีดโฟม และเครื่องฉีดพลาสติก,"เลขที่ 98/13 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.67952, 100.27272
โรงงานอาหารและเครื่องดื่ม,บริษัท รีพับบลิค ฟู้ดส์ จำกัด,ผลิตแป้งสาลี,"เลขที่ ตำบล ท่าเสา อำเภอ กระทุ่มแบน สมุทรสาคร",13.70396, 100.310501
อื่นๆ,ห้างหุ้นส่วนจำกัด สำเภาทอง ฟู้ด แอนด์ ซัพพลาย,ผลิตขนม กาแฟ ช๊อคโกแลต,"เลขที่ 57/5 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7047544, 100.3261794
อื่นๆ,บริษัท โอจัศ จำกัด,ปักลวดลายผ้า,"เลขที่ 129/39 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7056587, 100.3026297
โรงงานผลิตเม็ดพลาสติก,บริษัท ไทยยูเนี่ยนไวร์ จำกัด,ผลิตสายไฟฟ้า, ผลิตเม็ดพลาสติกพีวีซี,"เลขที่ 41 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7056684, 100.3097049
อื่นๆ,บริษัท พี.เอส.ฟิชเชอรี่ แมนูแฟคเจอริ่ง จำกัด,ทำโซ่ เชือก ตาข่าย และอวน,"เลขที่ 297 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.7058021, 100.3045502
โรงงานอาหารและเครื่องดื่ม,บริษัท บิ๊กแฟ้นท์ จำกัด,ผลิตอาหารและเบเกอรี่,"เลขที่ 59/212 ตำบล อ้อมน้อย อำเภอ กระทุ่มแบน สมุทรสาคร",13.705845, 100.302933
